caption,dataset,category
The zebra that follows the other zebra,vidvrd,3.1.3 Following & Leading
The zebra standing behind the other zebra,vidvrd,1.1 Relative Position
The zebra standing to the left of the other zebra,vidvrd,1.1 Relative Position
The zebra walking to the right of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra walking in front of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra standing next to the other zebra,vidvrd,1.1 Relative Position
The zebra standing behind the other zebra,vidvrd,1.1 Relative Position
The zebra running next to the other zebra,vidvrd,3.1.2 Passing & Crossing
The zebra that runs past the other zebra,vidvrd,3.1.2 Passing & Crossing
The zebra running in front of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra standing to the right of the other zebra,vidvrd,1.1 Relative Position
The zebra walking to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra running to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra that is faster than the other zebra,vidvrd,1.0 Spatial Relationships (Static)
The zebra walking to the right of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra walks with the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra walking with the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra walking to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra running to the right of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra that is faster than the other zebra,vidvrd,1.0 Spatial Relationships (Static)
The zebra walking to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra runs with the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra runs with the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra running to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra standing to the right of the other zebra,vidvrd,1.1 Relative Position
The zebra walking to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The horse runs beneath the person,vidvrd,3.1.2 Passing & Crossing
The person sits above a horse,vidvrd,1.1 Relative Position
The person rides a horse,vidvrd,1.2.2 Manipulative Contact
The monkey walking in front of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking beneath the other monkey,vidvrd,3.1.2 Passing & Crossing
The monkey running in front of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey running beneath the other monkey,vidvrd,3.1.2 Passing & Crossing
The monkey running to the left of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking in front of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking beneath the other monkey,vidvrd,3.1.2 Passing & Crossing
The monkey walking to the left of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey sitting to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey sitting to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey walking to the right of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking in front of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking beneath the other monkey,vidvrd,3.1.2 Passing & Crossing
The monkey walking in front of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking beneath the other monkey,vidvrd,3.1.2 Passing & Crossing
The monkey sitting to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey sitting to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey standing beneath the other monkey,vidvrd,1.1 Relative Position
The monkey standing to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey standing beneath the other monkey,vidvrd,1.1 Relative Position
The monkey standing to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey standing behind the other monkey,vidvrd,1.1 Relative Position
The monkey standing to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey walking to the right of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking above the other monkey,vidvrd,1.1 Relative Position
The monkey sitting to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey walking behind the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking above the other monkey,vidvrd,1.1 Relative Position
The monkey walking to the right of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking above the other monkey,vidvrd,1.1 Relative Position
The monkey sitting to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey sitting to the left of the other monkey,vidvrd,1.1 Relative Position
The monkey walking beneath the other monkey,vidvrd,3.1.2 Passing & Crossing
The monkey walking to the left of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking beneath the other monkey,vidvrd,3.1.2 Passing & Crossing
The monkey walking to the left of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking behind the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey walking to the left of the other monkey,vidvrd,3.1.1 Approach & Depart
The monkey standing above the other monkey,vidvrd,1.1 Relative Position
The monkey standing behind the other monkey,vidvrd,1.1 Relative Position
The monkey standing above the other monkey,vidvrd,1.1 Relative Position
The monkey standing above the other monkey,vidvrd,1.1 Relative Position
The bicycle moves beneath the person,vidvrd,3.1.2 Passing & Crossing
The person sits above a bicycle,vidvrd,1.1 Relative Position
The person rides a bicycle,vidvrd,3.1.1 Approach & Depart
The fox standing to the left of the other fox,vidvrd,1.1 Relative Position
The fox sitting to the right of the other fox,vidvrd,1.1 Relative Position
The fox to the left of the other fox,vidvrd,1.1 Relative Position
The fox sitting to the left of the other fox,vidvrd,1.1 Relative Position
The fox lying to the right of the other fox,vidvrd,1.1 Relative Position
The zebra standing to the left of the other zebra,vidvrd,1.1 Relative Position
The taller of the two zebras,vidvrd,1.1 Relative Position
The larger of the two zebras,vidvrd,1.1 Relative Position
The zebra standing to the right of the other zebra,vidvrd,1.1 Relative Position
The zebra standing to the right of the other zebra,vidvrd,1.1 Relative Position
The zebra watches the other zebra,vidvrd,1.3.1 Gaze
The zebra walking to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The zebra standing to the right of the other zebra,vidvrd,1.1 Relative Position
The zebra walking to the left of the other zebra,vidvrd,3.1.1 Approach & Depart
The taller of the two zebras,vidvrd,1.1 Relative Position
The larger of the two zebras,vidvrd,1.1 Relative Position
The bicycle jumps beneath the person,vidvrd,3.1.3 Instantaneous Motion & Impact
The person stands above a bicycle,vidvrd,1.1 Relative Position
The person rides a bicycle,vidvrd,3.1.1 Approach & Depart
The bicycle moves beneath the person,vidvrd,3.1.2 Passing & Crossing
The horse walks beneath the person,vidvrd,3.1.2 Passing & Crossing
The person sits above a horse,vidvrd,1.1 Relative Position
The person rides a horse,vidvrd,1.2.2 Manipulative Contact
The squirrel sitting to the right of the person,vidvrd,1.1 Relative Position
The squirrel plays with the person,vidvrd,1.2.2 Manipulative Contact
The person is to the left of the squirrel,vidvrd,1.1 Relative Position
The person is taller than the squirrel,vidvrd,1.1 Relative Position
The person is larger than the squirrel,vidvrd,1.1 Relative Position
The person touches the squirrel,vidvrd,1.2.2 Manipulative Contact
The squirrel standing to the right of the person,vidvrd,1.1 Relative Position
The elephant standing behind the other elephant,vidvrd,1.1 Relative Position
The taller of the two elephants,vidvrd,1.1 Relative Position
The larger of the two elephants,vidvrd,1.1 Relative Position
The elephant walking in front of the other elephant,vidvrd,3.1.1 Approach & Depart
The elephant walks toward the other elephant,vidvrd,3.1.1 Approach & Depart
The elephant stands to the left of the person,vidvrd,1.1 Relative Position
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The elephant walks to the left of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant,vidvrd,1.1 Relative Position
The elephant standing to the left of the other elephant,vidvrd,1.1 Relative Position
The elephant walking to the right of the other elephant,vidvrd,3.1.1 Approach & Depart
The elephant standing next to the other elephant,vidvrd,1.1 Relative Position
The elephant walking next to the other elephant,vidvrd,3.1.2 Passing & Crossing
The elephant standing to the right of the other elephant,vidvrd,1.1 Relative Position
The elephant standing next to the other elephant,vidvrd,1.1 Relative Position
The elephant stands to the left of the person,vidvrd,1.1 Relative Position
The elephant stands behind the person,vidvrd,1.1 Relative Position
The elephant stands to the left of the person,vidvrd,1.1 Relative Position
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person walks in front of the elephant,vidvrd,3.1.1 Approach & Depart
The elephant stands behind the person,vidvrd,1.1 Relative Position
The elephant stands to the left of the person,vidvrd,1.1 Relative Position
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person walks in front of the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant.,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing behind the other person,vidvrd,1.1 Relative Position
The person walking next to the other person,vidvrd,3.1.2 Passing & Crossing
The person who walks past the other person,vidvrd,3.1.2 Passing & Crossing
The person walking in front of the other person,vidvrd,1.1 Relative Position
The person feeds the elephant,vidvrd,3.2 Object Transference
The elephant walking to the right of the other elephant,vidvrd,3.1.1 Approach & Depart
The elephant walking next to the other elephant,vidvrd,3.1.2 Passing & Crossing
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands in front of the elephant,vidvrd,1.1 Relative Position
The elephant walks to the left of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands in front of the elephant,vidvrd,1.1 Relative Position
The person standing to the right of the other person,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing in front of the other person,vidvrd,1.1 Relative Position
The person standing to the left of the other person,vidvrd,1.1 Relative Position
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person walks in front of the elephant,vidvrd,1.1 Relative Position
The elephant walks behind the person,vidvrd,3.1.1 Approach & Depart
The elephant walks to the left of the person,vidvrd,3.1.1 Approach & Depart
The elephant follows the person,vidvrd,3.1.3 Following & Leading
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person walks in front of the elephant,vidvrd,1.1 Relative Position
The elephant walking away from the other elephant,vidvrd,3.1.1 Approach & Depart
The person walking next to the other person,vidvrd,3.1.2 Passing & Crossing
The person walking in front of the other person,vidvrd,1.1 Relative Position
The person touches the elephant,vidvrd,1.2.2 Manipulative Contact
The elephant standing behind the other elephant,vidvrd,1.1 Relative Position
The elephant walking in front of the other elephant,vidvrd,3.1.1 Approach & Depart
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands in front of the elephant,vidvrd,1.1 Relative Position
The elephant walks in front of the person,vidvrd,3.1.1 Approach & Depart
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person walks behind an elephant,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person walking next to the other person,vidvrd,3.1.2 Passing & Crossing
The person walking behind the other person,vidvrd,1.1 Relative Position
The person walking to the left of the other person,vidvrd,1.1 Relative Position
The person standing to the right of the other person,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing in front of the other person,vidvrd,1.1 Relative Position
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands behind the elephant,vidvrd,1.1 Relative Position
The elephant walks in front of the person,vidvrd,3.1.1 Approach & Depart
The person stands behind an elephant,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing behind the other person,vidvrd,1.1 Relative Position
The person standing to the left of the other person,vidvrd,1.1 Relative Position
The elephant walks to the left of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The elephant stands to the left of the person,vidvrd,1.1 Relative Position
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The elephant walks in front of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks to the left of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands behind the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant,vidvrd,1.1 Relative Position
The elephant stands behind the person,vidvrd,1.1 Relative Position
The elephant stands to the left of the person,vidvrd,1.1 Relative Position
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands in front of the elephant,vidvrd,1.1 Relative Position
The elephant walks in front of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks to the left of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands behind the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing behind the other person,vidvrd,1.1 Relative Position
The person standing to the left of the other person,vidvrd,1.1 Relative Position
The person standing to the right of the other person,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing in front of the other person,vidvrd,1.1 Relative Position
The elephant standing to the left of the other elephant,vidvrd,1.1 Relative Position
The elephant walking to the right of the other elephant,vidvrd,3.1.1 Approach & Depart
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person walks in front of the elephant,vidvrd,1.1 Relative Position
The person walks to the right of the elephant,vidvrd,3.1.1 Approach & Depart
The person walks behind an elephant,vidvrd,3.1.1 Approach & Depart
The person walking to the right of the other person,vidvrd,1.1 Relative Position
The person walking next to the other person,vidvrd,3.1.2 Passing & Crossing
The person walking in front of the other person,vidvrd,1.1 Relative Position
The person touches an elephant,vidvrd,1.2.2 Manipulative Contact
The elephant walking toward the other elephant,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person stands in front of the elephant,vidvrd,1.1 Relative Position
The elephant walks to the left of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The elephant walks past the person,vidvrd,3.1.2 Passing & Crossing
The person stands to the right of the elephant,vidvrd,1.1 Relative Position
The person standing to the right of the other person,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing in front of the other person,vidvrd,1.1 Relative Position
The elephant standing next to the other elephant,vidvrd,1.1 Relative Position
The elephant walking next to the other elephant,vidvrd,3.1.2 Passing & Crossing
The bicycle moving in front of the other bicycle,vidvrd,3.1.1 Approach & Depart
The bicycle moving to the left of the other bicycle,vidvrd,3.1.1 Approach & Depart
The bicycle moving to the right of the other bicycle,vidvrd,3.1.1 Approach & Depart
The bicycle moving behind the other bicycle,vidvrd,3.1.1 Approach & Depart
The bicycle moves beneath the person,vidvrd,3.1.2 Passing & Crossing
The person sits above a bicycle,vidvrd,1.1 Relative Position
The person rides a bicycle,vidvrd,3.1.1 Approach & Depart
The bicycle moves in front of the person,vidvrd,3.1.1 Approach & Depart
The bicycle moves to the left of the person,vidvrd,3.1.1 Approach & Depart
The person to the right of the bicycle,vidvrd,1.1 Relative Position
The person is behind the bicycle,vidvrd,1.1 Relative Position
The bicycle moves to the right of the person,vidvrd,3.1.1 Approach & Depart
The bicycle moves behind the person,vidvrd,3.1.1 Approach & Depart
The person is in front of the bicycle,vidvrd,1.1 Relative Position
The person is to the left of the bicycle,vidvrd,1.1 Relative Position
The bicycle moves beneath the person,vidvrd,3.1.2 Passing & Crossing
The person sits above a bicycle,vidvrd,1.1 Relative Position
The person rides a bicycle,vidvrd,3.1.1 Approach & Depart
The person standing in front of the other person,vidvrd,1.1 Relative Position
The person to the left of the other person,vidvrd,1.1 Relative Position
The person to the right of the other person,vidvrd,1.1 Relative Position
The person behind the other person,vidvrd,1.1 Relative Position
The person who follows the other person,vidvrd,3.1.3 Following & Leading
The elephant stands to the right of the person,vidvrd,1.1 Relative Position
The elephant stands in front of the person,vidvrd,1.1 Relative Position
The elephant is taller than the person,vidvrd,1.1 Relative Position
The elephant is larger than the person,vidvrd,1.1 Relative Position
The person stands behind the elephant,vidvrd,1.1 Relative Position
The person stands to the left of the elephant,vidvrd,1.1 Relative Position
The elephant stands to the right of the person,vidvrd,1.1 Relative Position
The elephant stands in front of the person,vidvrd,1.1 Relative Position
The elephant is taller than the person,vidvrd,1.1 Relative Position
The elephant is larger than the person,vidvrd,1.1 Relative Position
The person stands behind the elephant,vidvrd,1.1 Relative Position
The person stands to the left of the elephant,vidvrd,1.1 Relative Position
The elephant stands behind the person,vidvrd,1.1 Relative Position
The person is in front of the elephant,vidvrd,1.1 Relative Position
The person watches the elephant,vidvrd,1.3.1 Gaze
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing to the left of the other person,vidvrd,1.1 Relative Position
The person standing to the right of the other person,vidvrd,1.1 Relative Position
The person standing next to the other person,vidvrd,1.1 Relative Position
The person standing behind the other person,vidvrd,1.1 Relative Position
The person standing in front of the other person,vidvrd,1.1 Relative Position
The person standing behind the other person,vidvrd,1.1 Relative Position
The person in front of the other person,vidvrd,1.1 Relative Position
The elephant standing next to the other elephant,vidvrd,1.1 Relative Position
The elephant standing in front of the other elephant,vidvrd,1.1 Relative Position
The taller of the two elephants,vidvrd,1.1 Relative Position
The larger of the two elephants,vidvrd,1.1 Relative Position
The elephant walking next to the other elephant,vidvrd,3.1.2 Passing & Crossing
The elephant walking behind the other elephant,vidvrd,3.1.1 Approach & Depart
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the left of the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant.,vidvrd,1.1 Relative Position
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the left of the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant,vidvrd,1.1 Relative Position
The elephant walks behind the person,vidvrd,3.1.1 Approach & Depart
The person is in front of the elephant,vidvrd,1.1 Relative Position
The person watches an elephant,vidvrd,1.3.1 Gaze
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks in front of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks in front of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks behind the person,vidvrd,3.1.1 Approach & Depart
The elephant walking in front of the other elephant,vidvrd,3.1.1 Approach & Depart
The taller of the two elephants,vidvrd,1.1 Relative Position
The larger of the two elephants,vidvrd,1.1 Relative Position
The elephant walking behind the other elephant,vidvrd,3.1.3 Following & Leading
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the left of the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant.,vidvrd,1.1 Relative Position
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The person stands to the left of the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant,vidvrd,1.1 Relative Position
The elephant walks behind the person,vidvrd,3.1.1 Approach & Depart
The person is in front of the elephant,vidvrd,1.1 Relative Position
The person watches an elephant,vidvrd,1.3.1 Gaze
The elephant standing in front of the other elephant,vidvrd,1.1 Relative Position
The elephant standing to the right of the person,vidvrd,1.1 Relative Position
The elephant stands in front of the person,vidvrd,1.1 Relative Position
The elephant stands to the right of the person,vidvrd,1.1 Relative Position
The elephant stands in front of the person,vidvrd,1.1 Relative Position
The elephant stands behind the person,vidvrd,1.1 Relative Position
The person watches an elephant,vidvrd,1.3.1 Gaze
The person is taller than the elephant,vidvrd,1.1 Relative Position
The elephant standing behind the other elephant,vidvrd,1.1 Relative Position
The elephant stands to the right of the person,vidvrd,1.1 Relative Position
The elephant standing to the right of the person,vidvrd,1.1 Relative Position
The elephant stands behind the person,vidvrd,1.1 Relative Position
The elephant lying behind the other elephant,vidvrd,1.1 Relative Position
The elephant lies to the right of the person,vidvrd,1.1 Relative Position
The elephant lies to the right of the person,vidvrd,1.1 Relative Position
The elephant lies behind the person,vidvrd,1.1 Relative Position
The person watches the elephant,vidvrd,1.3.1 Gaze
The elephant standing behind the other elephant,vidvrd,1.1 Relative Position
The elephant stands to the right of the person,vidvrd,1.1 Relative Position
The elephant stands to the right of the person,vidvrd,1.1 Relative Position
The elephant stands behind the person,vidvrd,1.1 Relative Position
The elephant walking behind the other elephant,vidvrd,3.1.1 Approach & Depart
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks behind the person,vidvrd,3.1.1 Approach & Depart
The elephant standing to the left of the other elephant,vidvrd,1.1 Relative Position
The elephant running to the right of the other elephant,vidvrd,3.1.1 Approach & Depart
The elephant runs to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant runs to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant runs behind the person,vidvrd,3.1.1 Approach & Depart
The person is taller than the elephant,vidvrd,1.1 Relative Position
The person is taller than the elephant,vidvrd,1.1 Relative Position
The elephant standing above the other elephant,vidvrd,1.1 Relative Position
The elephant running beneath the other elephant,vidvrd,3.1.2 Passing & Crossing
The elephant walking beneath the other elephant,vidvrd,3.1.2 Passing & Crossing
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The elephant walks behind the person,vidvrd,3.1.1 Approach & Depart
The elephant standing beneath the other elephant,vidvrd,1.1 Relative Position
The elephant standing to the right of the person,vidvrd,1.1 Relative Position
The elephant standing to the right of the person,vidvrd,1.1 Relative Position
The elephant stands behind the person,vidvrd,1.1 Relative Position
The sheep standing to the right of the other sheep,vidvrd,1.1 Relative Position
The sheep standing to the left of the other sheep,vidvrd,1.1 Relative Position
The red panda lying behind the other red panda,vidvrd,1.1 Relative Position
The red panda plays with the other red panda,vidvrd,1.2.2 Manipulative Contact
The red panda lying in front of the other red panda,vidvrd,1.1 Relative Position
The red panda plays with the other red panda,vidvrd,1.2.2 Manipulative Contact
The red panda sitting in front of the other red panda,vidvrd,1.1 Relative Position
The red panda lying beneath the other red panda,vidvrd,1.1 Relative Position
The red panda jumps above the other red panda,vidvrd,1.1 Relative Position
The red panda lying above the other red panda,vidvrd,1.1 Relative Position
The red panda lying behind the other red panda,vidvrd,1.1 Relative Position
The red panda lying in front of the other red panda,vidvrd,1.1 Relative Position
The red panda sitting in front of the other red panda,vidvrd,1.1 Relative Position
The red panda jumping in front of the other red panda,vidvrd,3.1.1 Approach & Depart
The red panda lying to the right of the other red panda,vidvrd,1.1 Relative Position
The red panda standing to the left of the other red panda,vidvrd,1.1 Relative Position
The red panda lying to the left of the other red panda,vidvrd,1.1 Relative Position
The red panda standing to the right of the other red panda,vidvrd,1.1 Relative Position
The red panda jumps toward the other red panda,vidvrd,3.1.1 Approach & Depart
The red panda jumping to the left of the other red panda,vidvrd,3.1.1 Approach & Depart
The red panda lying to the right of the other red panda,vidvrd,1.1 Relative Position
The red panda lying to the left of the other red panda,vidvrd,1.1 Relative Position
The red panda sitting to the right of the other red panda,vidvrd,1.1 Relative Position
The red panda sitting in front of the other red panda,vidvrd,1.1 Relative Position
The red panda lying behind the other red panda,vidvrd,1.1 Relative Position
The red panda standing to the right of the other red panda,vidvrd,1.1 Relative Position
The red panda standing in front of the other red panda,vidvrd,1.1 Relative Position
The red panda sitting behind the other red panda,vidvrd,1.1 Relative Position
The red panda sitting to the left of the other red panda,vidvrd,1.1 Relative Position
The red panda walking to the right of the other red panda,vidvrd,3.1.1 Approach & Depart
The red panda walking in front of the other red panda,vidvrd,3.1.1 Approach & Depart
The red panda jumps behind the other red panda,vidvrd,3.1.2 Passing & Crossing
The red panda jumps toward the other red panda,vidvrd,3.1.1 Approach & Depart
The red panda jumping to the left of the other red panda,vidvrd,3.1.1 Approach & Depart
The red panda lying in front of the other red panda,vidvrd,1.1 Relative Position
The red panda lying behind the other red panda,vidvrd,1.1 Relative Position
The red panda lying to the right of the other red panda,vidvrd,1.1 Relative Position
The red panda lying to the left of the other red panda,vidvrd,1.1 Relative Position
The dog lies to the left of the person,vidvrd,1.1 Relative Position
The person sits to the right of the dog,vidvrd,1.1 Relative Position
The person is taller than the dog,vidvrd,1.1 Relative Position
The person is larger than the dog,vidvrd,1.1 Relative Position
The person watches the dog,vidvrd,1.3.1 Gaze
The person touches the dog,vidvrd,1.2.2 Manipulative Contact
The horse walks to the right of the person,vidvrd,3.1.1 Approach & Depart
The horse walks next to the person,vidvrd,3.1.2 Passing & Crossing
The horse walks with a person,vidvrd,3.1.1 Approach & Depart
The horse is taller than the person,vidvrd,1.1 Relative Position
The person walks next to the horse,vidvrd,3.1.2 Passing & Crossing
The person walks with a horse,vidvrd,3.1.1 Approach & Depart
The person walks to the left of the horse,vidvrd,3.1.1 Approach & Depart
The person pulls a horse,vidvrd,3.2 Object Transference
The dog lies next to the person,vidvrd,1.2.1 Supportive Contact
The dog lies to the left of the person,vidvrd,1.1 Relative Position
The person lies to the right of the dog,vidvrd,1.1 Relative Position
The person lies next to the dog,vidvrd,1.2.1 Supportive Contact
The person watches the dog,vidvrd,1.3.1 Gaze
The dog sitting to the right of the other dog,vidvrd,1.1 Relative Position
The dog sitting next to the other dog,vidvrd,1.1 Relative Position
The dog standing next to the other dog,vidvrd,1.1 Relative Position
The dog standing to the left of the other dog,vidvrd,1.1 Relative Position
The dog that plays with the other dog,vidvrd,1.2.2 Manipulative Contact
The dog watches the other dog,vidvrd,1.3.1 Gaze
The dog watches the other dog,vidvrd,1.3.1 Gaze
The dog who touches the other dog,vidvrd,1.2.3 Social/Affectionate Contact
The dog to the right of the other dog,vidvrd,1.1 Relative Position
The dog next to the other dog,vidvrd,1.1 Relative Position
The dog that plays with the other dog,vidvrd,1.2.2 Manipulative Contact
The dog lying to the right of the other dog,vidvrd,1.1 Relative Position
The dog lying behind the other dog,vidvrd,1.1 Relative Position
The dog that plays with the other dog,vidvrd,1.2.2 Manipulative Contact
The dog watches the other dog,vidvrd,1.3.1 Gaze
The dog standing in front of the other dog,vidvrd,1.1 Relative Position
The dog standing to the left of the other dog,vidvrd,1.1 Relative Position
The dog that plays with the other dog,vidvrd,1.2.2 Manipulative Contact
The dog watches the other dog,vidvrd,1.3.1 Gaze
The dog walking in front of the other dog,vidvrd,3.1.1 Approach & Depart
The dog walking to the left of the other dog,vidvrd,1.1 Relative Position
The dog standing in front of the other dog,vidvrd,1.1 Relative Position
The dog standing to the left of the other dog,vidvrd,1.1 Relative Position
The dog sits to the left of the person,vidvrd,1.1 Relative Position
The dog plays with the person,vidvrd,1.2.2 Manipulative Contact
The person sits to the right of the dog,vidvrd,1.1 Relative Position
The person is taller than the dog,vidvrd,1.1 Relative Position
The person is larger than the dog,vidvrd,1.1 Relative Position
The person plays with the dog,vidvrd,1.2.2 Manipulative Contact
The person touches the dog,vidvrd,1.2.2 Manipulative Contact
The dog runs behind the frisbee,vidvrd,3.1.1 Approach & Depart
The dog bites the frisbee,vidvrd,3.3 Instantaneous Motion & Impact
The frisbee is in front of the dog,vidvrd,1.1 Relative Position
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
